926|1.0
319|0.9
88|0.9
34|0.9
260|0.9
784|0.9
720|0.9
688|0.9
147|0.9
3|0.9
4|0.9
673|0.9
646|0.9
856|0.9
220|0.9
2|0.9
126|0.9
33|0.9
36|0.9
547|0.9
485|0.9
519|0.9
816|0.9
516|0.9
507|0.9
469|0.9
426|0.9
427|0.9
808|0.9
400|0.9
811|0.9
384|0.9
351|0.9
273|0.9
341|0.9
278|0.9
317|0.9
841|0.9
827|0.9
775|0.9
338|0.9
169|0.9
335|0.9
783|0.9
300|0.9
39|0.9
716|0.8
166|0.8
298|0.8
6|0.8
122|0.8
234|0.8
308|0.8
50|0.8
225|0.8
7|0.8
10|0.8
284|0.8
242|0.8
25|0.8
59|0.8
72|0.8
292|0.8
13|0.8
138|0.8
60|0.8
241|0.8
127|0.8
11|0.8
162|0.8
28|0.8
32|0.8
90|0.8
271|0.8
265|0.8
237|0.8
94|0.8
128|0.8
262|0.8
85|0.8
155|0.8
172|0.8
19|0.8
5|0.8
66|0.8
18|0.8
256|0.8
1|0.8
232|0.8
52|0.8
151|0.8
91|0.8
294|0.8
229|0.8
14|0.8
233|0.8
100|0.8
193|0.8
113|0.8
275|0.8
219|0.8
218|0.8
302|0.8
23|0.8
154|0.8
270|0.8
187|0.8
170|0.8
184|0.8
112|0.8
133|0.8
215|0.8
240|0.8
191|0.8
61|0.8
142|0.8
134|0.8
180|0.8
114|0.8
239|0.8
111|0.8
285|0.8
235|0.8
164|0.8
281|0.8
129|0.8
231|0.8
280|0.8
152|0.8
245|0.8
282|0.8
78|0.8
118|0.8
171|0.8
107|0.8
173|0.8
185|0.8
150|0.8
48|0.8
311|0.8
165|0.8
208|0.8
146|0.8
29|0.8
156|0.8
47|0.8
140|0.8
313|0.8
149|0.8
312|0.8
143|0.8
202|0.8
314|0.8
304|0.8
212|0.8
35|0.8
105|0.8
71|0.8
315|0.8
31|0.8
316|0.8
46|0.8
289|0.8
261|0.8
9|0.8
321|0.8
74|0.8
98|0.8
12|0.8
40|0.8
258|0.8
228|0.8
325|0.8
326|0.8
327|0.8
322|0.8
330|0.8
329|0.8
86|0.8
139|0.8
163|0.8
333|0.8
334|0.8
324|0.8
309|0.8
340|0.8
348|0.8
354|0.8
358|0.8
355|0.8
362|0.8
357|0.8
356|0.8
361|0.8
350|0.8
367|0.8
371|0.8
370|0.8
372|0.8
366|0.8
359|0.8
379|0.8
380|0.8
385|0.8
364|0.8
388|0.8
386|0.8
389|0.8
383|0.8
393|0.8
392|0.8
376|0.8
391|0.8
398|0.8
396|0.8
401|0.8
353|0.8
406|0.8
404|0.8
413|0.8
408|0.8
410|0.8
412|0.8
420|0.8
422|0.8
415|0.8
423|0.8
428|0.8
418|0.8
432|0.8
436|0.8
434|0.8
437|0.8
431|0.8
440|0.8
449|0.8
450|0.8
446|0.8
414|0.8
448|0.8
456|0.8
458|0.8
462|0.8
461|0.8
472|0.8
474|0.8
464|0.8
480|0.8
486|0.8
482|0.8
481|0.8
489|0.8
483|0.8
477|0.8
488|0.8
499|0.8
502|0.8
504|0.8
508|0.8
511|0.8
515|0.8
513|0.8
475|0.8
523|0.8
510|0.8
524|0.8
501|0.8
531|0.8
529|0.8
527|0.8
535|0.8
536|0.8
526|0.8
537|0.8
534|0.8
545|0.8
539|0.8
546|0.8
522|0.8
544|0.8
553|0.8
552|0.8
540|0.8
556|0.8
565|0.8
573|0.8
567|0.8
562|0.8
574|0.8
555|0.8
584|0.8
587|0.8
568|0.8
585|0.8
591|0.8
581|0.8
583|0.8
596|0.8
570|0.8
599|0.8
589|0.8
578|0.8
595|0.8
608|0.8
607|0.8
611|0.8
617|0.8
616|0.8
620|0.8
604|0.8
624|0.8
623|0.8
628|0.8
625|0.8
639|0.8
598|0.8
638|0.8
645|0.8
650|0.8
651|0.8
655|0.8
656|0.8
659|0.8
664|0.8
657|0.8
666|0.8
661|0.8
667|0.8
641|0.8
668|0.8
669|0.8
652|0.8
679|0.8
685|0.8
683|0.8
691|0.8
670|0.8
694|0.8
701|0.8
704|0.8
707|0.8
700|0.8
687|0.8
695|0.8
675|0.8
708|0.8
711|0.8
710|0.8
712|0.8
713|0.8
196|0.8
681|0.8
719|0.8
717|0.8
718|0.8
722|0.8
729|0.8
726|0.8
734|0.8
743|0.8
737|0.8
740|0.8
748|0.8
746|0.8
752|0.8
758|0.8
732|0.8
744|0.8
754|0.8
753|0.8
767|0.8
